option_type,delta,gamma,theta,vega,iv,return_exp
PUT,-0.37588,0.00607,-0.19625,0.42891,0.55449,0.5304812834224599
PUT,-0.35568,0.00175,-0.06675,1.70131,0.45078,0.6265270506108203
PUT,-0.36239,0.01266,-0.65847,0.30955,0.3593,2.0263157894736845
PUT,-0.31764,0.0044,-0.48426,0.7812,0.36656,10.0
PUT,-0.3166,0.00347,-0.09554,0.63499,0.57399,-1.0
PUT,-0.34265,0.01023,-0.12325,0.2237,0.59046,-1.0
PUT,-0.34969,0.00393,-0.11896,0.7449,0.4698,2.1065032987747414
PUT,-0.3386,0.00267,-0.09962,0.96474,0.50943,-1.0
PUT,-0.39611,0.00115,-0.09312,2.94976,0.42969,2.228972972972973
PUT,-0.34511,0.00152,-0.10703,2.03977,0.4234,2.611404435058078
PUT,-0.35735,0.00281,-0.21269,1.31393,0.37154,9.49741800418702
PUT,-0.35934,0.00543,-1.11491,0.50388,0.50708,10.0
PUT,-0.39456,0.00986,-0.45559,0.43969,0.34165,-1.0
PUT,-0.33313,0.01122,-0.26133,0.21848,0.53842,-1.0
PUT,-0.39198,0.01705,-1.24385,0.27099,0.31931,-1.0
PUT,-0.30646,0.0057,-0.30525,0.37337,0.58023,-1.0
PUT,-0.37933,0.00233,-0.16843,1.44906,0.43093,-1.0
PUT,-0.36799,0.00664,-1.13266,0.36727,0.58631,1.0609836065573737
PUT,-0.35305,0.01459,-0.14477,0.14503,0.65395,-1.0
PUT,-0.35442,0.00661,-0.46577,0.49873,0.42078,-1.0
PUT,-0.3326,0.00687,-0.06355,0.51967,0.36854,-1.0
PUT,-0.328,0.00275,-0.20764,1.27143,0.37337,10.0
PUT,-0.36067,0.01405,-0.47582,0.2268,0.43908,-1.0
PUT,-0.31901,0.00181,-0.14678,1.47433,0.46563,3.968601716304896
PUT,-0.26746,0.00235,-0.12189,0.97383,0.47948,-1.0
PUT,-0.20321,0.00327,-0.37951,0.46029,0.5209,-1.0
PUT,-0.25367,0.008,-0.07836,0.32884,0.38915,-1.0
PUT,-0.20385,0.0014,-0.04592,1.14479,0.49891,-1.0
PUT,-0.26999,0.00949,-0.54738,0.3076,0.37603,-1.0
PUT,-0.29977,0.02428,-0.26109,0.13911,0.35855,-1.0
PUT,-0.20128,0.00229,-0.05589,0.69372,0.50419,-1.0
PUT,-0.25057,0.00729,-0.48246,0.32411,0.42915,-1.0
PUT,-0.26971,0.01373,-0.10964,0.20798,0.38475,-1.0
PUT,-0.24199,0.01995,-0.96119,0.13792,0.35518,-1.0
PUT,-0.23431,0.01402,-0.21151,0.10042,0.67134,-1.0
PUT,-0.26867,0.00388,-0.17712,0.58683,0.48073,-1.0
PUT,-0.20476,0.00428,-0.33228,0.36879,0.51191,-1.0
PUT,-0.26355,0.00334,-0.07152,0.66774,0.47102,4.337234042553193
PUT,-0.28481,0.01243,-0.45412,0.22949,0.40458,-1.0
PUT,-0.26008,0.00729,-0.23099,0.28902,0.50324,-1.0
PUT,-0.20914,0.00368,-0.20152,0.41561,0.54793,-1.0
PUT,-0.27944,0.01028,-0.29795,0.18536,0.58978,-1.0
PUT,-0.25437,0.00601,-0.9113,0.30319,0.56364,4.733333333333331
PUT,-0.29966,0.00221,-0.18629,1.19465,0.45107,-1.0
PUT,-0.20748,0.01776,-0.12424,0.14404,0.32093,-1.0
PUT,-0.25564,0.01081,-0.10412,0.23518,0.40514,-1.0
PUT,-0.2532,0.00152,-0.08251,1.42659,0.48139,1.7784279977051058
PUT,-0.2497,0.00126,-0.07911,2.19002,0.37774,5.790959316926168
PUT,-0.22741,0.00457,-0.14886,0.36607,0.54124,-0.1136246786632385
PUT,-0.20807,0.00241,-0.19825,0.8801,0.39489,10.0
PUT,-0.21138,0.00569,-0.06319,0.40418,0.36164,-1.0
PUT,-0.21003,0.0009,-0.10072,2.29303,0.40927,7.259514170040486
PUT,-0.29295,0.00131,-0.1323,1.85367,0.47637,3.163961038961039
PUT,-0.2165,0.00235,-0.02505,1.02533,0.35791,-1.0
PUT,-0.28614,0.00644,-0.58298,0.41253,0.43917,-1.0
PUT,-0.26754,0.02164,-0.25833,0.08137,0.61489,-1.0
PUT,-0.23851,0.01111,-0.09953,0.23886,0.36418,-1.0
PUT,-0.28387,0.02905,-0.22769,0.06388,0.61943,-1.0
PUT,-0.2054,0.00222,-0.1987,0.85617,0.42504,10.0
PUT,-0.25549,0.00488,-0.33466,0.48296,0.43723,-1.0
PUT,-0.29455,0.00572,-0.19482,0.28139,0.74172,-1.0
PUT,-0.23169,0.00984,-1.03706,0.08531,1.10643,-1.0
PUT,-0.2312,0.00474,-0.05289,0.48282,0.40783,-1.0
PUT,-0.22248,0.0092,-0.31235,0.18104,0.53782,-1.0
PUT,-0.24738,0.00368,-0.15855,0.5203,0.52104,-1.0
PUT,-0.2337,0.0067,-0.19175,0.23049,0.61161,-1.0
PUT,-0.28083,0.00519,-0.51159,0.40035,0.55048,-1.0
PUT,-0.20825,0.00337,-0.47482,0.60898,0.40028,10.0
PUT,-0.29202,0.00347,-0.05704,0.77933,0.43409,-1.0
PUT,-0.20583,0.00207,-0.19421,1.03799,0.37431,10.0
PUT,-0.20363,0.00135,-0.03435,1.27304,0.46772,1.1672222222222226
PUT,-0.2966,0.00203,-0.07561,1.20515,0.48417,-1.0
PUT,-0.26617,0.00562,-0.10192,0.28172,0.67774,-1.0
PUT,-0.27573,0.00478,-0.3204,0.56856,0.41247,-1.0
PUT,-0.27932,0.00131,-0.12243,1.77914,0.4651,3.57739288969918
PUT,-0.2108,0.01024,-0.09878,0.14556,0.55684,-1.0
PUT,-0.21514,0.00447,-0.37494,0.442,0.4368,-1.0
PUT,-0.25748,0.00954,-0.73606,0.24667,0.44364,-0.966972477064219
PUT,-0.2575,0.00165,-0.03469,1.35053,0.45559,0.9345054945054948
PUT,-0.28402,0.00175,-0.03574,1.40293,0.46365,0.8278787878787881
PUT,-0.24874,0.00518,-0.07553,0.51359,0.3798,-1.0
PUT,-0.24634,0.01699,-0.17303,0.10195,0.57448,1.7750865051903146
PUT,-0.27889,0.00496,-0.09084,0.43191,0.52428,0.2014545454545462
PUT,-0.22295,0.00502,-0.328,0.19779,0.89983,-1.0
PUT,-0.27936,0.0012,-0.08091,2.15036,0.41972,3.906730386300278
PUT,-0.26265,0.01248,-0.11078,0.21137,0.40343,-1.0
PUT,-0.28515,0.00404,-0.3203,0.79768,0.35835,-1.0
PUT,-0.20517,0.00766,-0.08926,0.20311,0.52351,5.353926701570681
PUT,-0.27591,0.01662,-0.14576,0.09964,0.67663,-1.0
PUT,-0.26208,0.01299,-0.13895,0.13014,0.63461,-1.0
PUT,-0.25925,0.00413,-0.58607,0.39942,0.63251,-1.0
PUT,-0.2317,0.00482,-0.30796,0.48249,0.40394,-1.0
PUT,-0.24961,0.00497,-0.25963,0.54369,0.3786,-1.0
PUT,-0.24397,0.0032,-0.09146,0.51945,0.59341,-1.0
PUT,-0.27855,0.00214,-0.21008,1.40739,0.36882,10.0
PUT,-0.22302,0.0058,-0.15424,0.25128,0.60948,-1.0
PUT,-0.25789,0.00746,-0.09178,0.21719,0.64446,-1.0
PUT,-0.26332,0.00903,-0.56019,0.30049,0.39455,-0.8733333333333348
PUT,-0.26428,0.00185,-0.12184,1.38513,0.42328,5.51029517638589
PUT,-0.2068,0.00547,-0.07098,0.27172,0.55494,-1.0
PUT,-0.21575,0.00579,-0.50621,0.26364,0.56251,-1.0
PUT,-0.23274,0.00653,-0.44022,0.3546,0.40754,-1.0
PUT,-0.27749,0.00112,-0.10461,1.99387,0.49882,1.8962131837307152
PUT,-0.25814,0.00638,-0.25281,0.36881,0.44662,-1.0
PUT,-0.26821,0.00241,-0.17557,0.85217,0.53361,-1.0
PUT,-0.25465,0.00408,-0.2486,0.61973,0.40491,-1.0
PUT,-0.20454,0.0053,-0.06765,0.39508,0.3831,-1.0
PUT,-0.26684,0.00841,-0.4134,0.35632,0.36181,-1.0
PUT,-0.25613,0.00172,-0.04658,1.20448,0.49164,-1.0
PUT,-0.24907,0.00224,-0.24466,0.90719,0.50465,-1.0
PUT,-0.20765,0.00653,-0.35665,0.32712,0.38481,-1.0
PUT,-0.2562,0.00514,-0.323,0.59523,0.34068,0.9892420537897338
PUT,-0.28682,0.00761,-0.06298,0.38704,0.39369,-1.0
PUT,-0.28899,0.02157,-0.18387,0.09372,0.57765,-1.0
PUT,-0.20167,0.00213,-0.42282,0.80264,0.46979,10.0
PUT,-0.21073,0.01723,-0.16526,0.12042,0.40219,-1.0
PUT,-0.27155,0.00568,-0.15787,0.3613,0.53142,5.7399538106235575
PUT,-0.20707,0.0028,-0.07951,0.41425,0.69967,-1.0
PUT,-0.2122,0.00516,-0.1929,0.3107,0.5288,-1.0
PUT,-0.28016,0.00362,-0.1938,0.664,0.47539,-1.0
PUT,-0.21417,0.00222,-0.03944,0.87422,0.42837,-1.0
PUT,-0.24522,0.01104,-0.10551,0.24463,0.36822,-1.0
PUT,-0.2631,0.00442,-0.33138,0.60088,0.40385,-1.0
PUT,-0.22565,0.0088,-0.12607,0.1621,0.63932,-1.0
PUT,-0.27476,0.00133,-0.08607,2.18189,0.38281,5.388618632400183
PUT,-0.20808,0.01772,-0.8846,0.10395,0.44841,-1.0
PUT,-0.24576,0.0061,-0.08031,0.3073,0.53065,0.258789625360229
PUT,-0.26505,0.00472,-0.37059,0.63742,0.35509,-1.0
PUT,-0.27385,0.02302,-0.22425,0.08785,0.54558,0.2235294117647077
PUT,-0.25477,0.01739,-0.34671,0.14737,0.40205,-1.0
PUT,-0.2596,0.00652,-0.31921,0.24618,0.65191,-1.0
PUT,-0.28733,0.00305,-0.28404,1.03695,0.36476,10.0
PUT,-0.29778,0.00839,-0.38673,0.4144,0.34603,-1.0
PUT,-0.21498,0.00303,-0.20986,0.56138,0.50631,-1.0
PUT,-0.21341,0.00579,-0.06053,0.37935,0.38364,-1.0
PUT,-0.2498,0.00663,-0.29874,0.27189,0.55946,-1.0
PUT,-0.24252,0.00094,-0.07679,2.34956,0.45297,3.257428571428571
PUT,-0.22134,0.00218,-0.18992,1.05594,0.39163,10.0
PUT,-0.21847,0.0049,-0.05197,0.43934,0.4057,-1.0
PUT,-0.23795,0.00388,-0.65781,0.57586,0.42478,10.0
PUT,-0.27621,0.00587,-0.30363,0.26482,0.71964,-1.0
PUT,-0.24522,0.00412,-0.31146,0.45955,0.51817,-1.0
PUT,-0.26203,0.00406,-0.71981,0.55418,0.4771,10.0
PUT,-0.29124,0.01319,-0.12096,0.13368,0.66941,-1.0
PUT,-0.21832,0.00211,-0.08839,0.8043,0.51079,-1.0
PUT,-0.24511,0.00179,-0.21471,0.91359,0.6007,-1.0
PUT,-0.27815,0.04662,-0.47083,0.04369,0.5517,7.244094488188976
PUT,-0.27323,0.00465,-0.27592,0.46611,0.51444,-1.0
PUT,-0.29744,0.0057,-0.09634,0.4989,0.41909,-0.7188349514563104
PUT,-0.27387,0.00118,-0.07592,2.2832,0.41487,3.677600607441154
PUT,-0.20646,0.00325,-0.33461,0.44471,0.56587,-1.0
PUT,-0.2544,0.00282,-0.31427,0.76706,0.47912,-1.0
PUT,-0.20784,0.00446,-0.06558,0.44519,0.41787,-1.0
PUT,-0.25414,0.00208,-0.03665,1.25155,0.39726,-1.0
PUT,-0.20979,0.00596,-0.05473,0.34209,0.40565,-1.0
PUT,-0.20727,0.00344,-0.32957,0.67827,0.35612,10.0
PUT,-0.23066,0.00121,-0.11168,1.71209,0.45298,4.218894009216589
PUT,-0.21062,0.01089,-0.10722,0.18388,0.41546,-1.0
PUT,-0.20556,0.00639,-0.07444,0.34283,0.3668,-1.0
PUT,-0.26547,0.00602,-0.20013,0.30594,0.58423,-1.0
PUT,-0.24659,0.00116,-0.07316,1.94567,0.4219,4.237322911577919
PUT,-0.28627,0.00368,-0.39592,0.82809,0.3786,10.0
PUT,-0.23784,0.00326,-0.44706,0.74086,0.39394,10.0
PUT,-0.2923,0.00258,-0.09339,0.87982,0.52401,-1.0
PUT,-0.23459,0.00104,-0.08532,2.22208,0.39061,6.2
PUT,-0.23916,0.00548,-0.16825,0.26337,0.67263,-1.0
PUT,-0.27093,0.00147,-0.14863,1.52131,0.482,-1.0
PUT,-0.20109,0.00877,-0.0882,0.23139,0.38846,-1.0
PUT,-0.2908,0.00443,-0.59323,0.64815,0.41339,10.0
PUT,-0.20473,0.00271,-0.28185,0.57923,0.51334,-1.0
PUT,-0.2803,0.01659,-0.29317,0.11536,0.59738,3.6640000000000015
PUT,-0.23131,0.00326,-0.17481,0.58534,0.48065,-1.0
PUT,-0.23956,0.003,-0.04725,0.86352,0.37087,-1.0
PUT,-0.23687,0.00788,-0.32927,0.16373,0.73555,-1.0
PUT,-0.20612,0.00082,-0.06007,1.88027,0.48813,2.567927927927928
PUT,-0.27904,0.00318,-0.11335,0.64621,0.54441,-1.0
PUT,-0.26522,0.00537,-0.05417,0.50805,0.39284,-1.0
PUT,-0.21942,0.00463,-0.0673,0.46055,0.41485,-1.0
PUT,-0.23117,0.00223,-0.17445,1.02293,0.41218,10.0
PUT,-0.25235,0.00529,-0.13366,0.32829,0.59192,2.1167848699763603
PUT,-0.269,0.00145,-0.09787,1.79331,0.41384,3.6285408872260825
PUT,-0.27086,0.00824,-0.11418,0.22558,0.59233,2.0389438943894405
PUT,-0.27945,0.00644,-0.23944,0.32537,0.53838,0.0592405063291118
PUT,-0.26707,0.0042,-0.13587,0.45428,0.56971,-1.0
PUT,-0.20584,0.00734,-0.1259,0.19344,0.57634,1.475999999999999
PUT,-0.20557,0.00487,-0.20922,0.35715,0.46326,-1.0
PUT,-0.24022,0.02211,-0.1407,0.14665,0.29896,-1.0
PUT,-0.20985,0.00975,-0.10658,0.12479,0.68554,-1.0
PUT,-0.23376,0.00477,-0.19442,0.36762,0.53609,4.167095115681234
PUT,-0.29389,0.0127,-0.14035,0.1565,0.60088,-1.0
PUT,-0.24094,0.00572,-0.1487,0.28633,0.58966,-1.0
PUT,-0.22304,0.00129,-0.05849,1.41761,0.46883,0.4240705734089478
PUT,-0.25455,0.00978,-0.45304,0.21121,0.49713,-1.0
PUT,-0.25882,0.016,-0.14695,0.09884,0.66399,-1.0
PUT,-0.20632,0.00226,-0.09377,0.73212,0.49491,-1.0
PUT,-0.24667,0.00121,-0.04934,1.7738,0.45831,1.971175950486296
PUT,-0.22577,0.03125,-0.31619,0.0747,0.38519,-1.0
PUT,-0.28969,0.00098,-0.077,2.48054,0.46814,2.2855466666666664
PUT,-0.21923,0.00455,-0.2419,0.5465,0.35149,-1.0
PUT,-0.29097,0.01155,-0.10234,0.28667,0.35437,-1.0
PUT,-0.28083,0.00342,-0.1154,0.6752,0.48931,2.3283950617283957
PUT,-0.29718,0.00228,-0.16173,1.2468,0.42571,-1.0
PUT,-0.22795,0.0029,-0.43886,0.68722,0.45532,10.0
PUT,-0.25422,0.00635,-0.33077,0.43594,0.37281,-1.0
PUT,-0.21068,0.00093,-0.07008,2.11046,0.44626,3.940460829493088
PUT,-0.23317,0.00213,-0.17839,0.85349,0.50405,-1.0
PUT,-0.21692,0.00105,-0.05417,1.79609,0.47253,2.3478138222849085
PUT,-0.26604,0.00851,-0.5973,0.32179,0.39201,-1.0
PUT,-0.23522,0.00878,-0.16562,0.16827,0.63846,4.397156398104265
PUT,-0.29416,0.00236,-0.10646,1.00575,0.50495,-1.0
PUT,-0.24988,0.00137,-0.04061,1.51643,0.45884,1.3722613065326634
PUT,-0.22351,0.01169,-0.15254,0.12899,0.59623,-1.0
PUT,-0.28656,0.00106,-0.0737,2.36898,0.4738,2.180784097183876
PUT,-0.21277,0.00441,-0.31227,0.45195,0.42225,-1.0
PUT,-0.28837,0.00217,-0.2062,1.17986,0.45541,-1.0
PUT,-0.24715,0.00325,-0.21209,0.72575,0.41792,-1.0
PUT,-0.26974,0.00278,-0.07907,0.77412,0.50969,-1.0
PUT,-0.22953,0.01529,-0.12767,0.17159,0.34925,-1.0
PUT,-0.29324,0.0016,-0.21962,1.89166,0.40077,8.220464135021098
PUT,-0.20243,0.00597,-0.16999,0.2539,0.5267,-1.0
PUT,-0.25097,0.01107,-0.53189,0.23896,0.38212,-1.0
PUT,-0.20108,0.00357,-0.51833,0.34483,0.65166,-1.0
PUT,-0.20909,0.00302,-0.0729,0.56255,0.48615,3.646554934823091
PUT,-0.26352,0.00533,-0.0534,0.52923,0.38038,-1.0
PUT,-0.17342,0.00085,-0.04709,1.54184,0.48718,2.4290683229813665
PUT,-0.15976,0.00434,-0.36739,0.30088,0.45609,-1.0
PUT,-0.15309,0.00255,-0.25309,0.52925,0.41909,-1.0
PUT,-0.10287,0.00171,-0.02965,0.4146,0.46265,2.6109803921568644
PUT,-0.11559,0.00072,-0.03056,1.03146,0.49236,1.730352941176471
PUT,-0.10877,0.00079,-0.10154,0.84508,0.50656,10.0
PUT,-0.15662,0.0027,-0.3382,0.53485,0.40225,10.0
PUT,-0.19596,0.00449,-0.16744,0.3107,0.55421,-1.0
PUT,-0.17202,0.00386,-0.04786,0.39914,0.4272,-1.0
PUT,-0.14765,0.00095,-0.04368,1.07238,0.50217,-1.0
PUT,-0.15777,0.00475,-0.35084,0.18704,0.66084,-1.0
PUT,-0.18799,0.00402,-0.24439,0.2517,0.71233,-1.0
PUT,-0.19533,0.00449,-0.34761,0.38611,0.44312,-1.0
PUT,-0.10866,0.01185,-0.49853,0.04545,0.64769,-1.0
PUT,-0.14616,0.00185,-0.15,0.6241,0.45584,-1.0
PUT,-0.17725,0.00155,-0.14463,0.89779,0.47575,-1.0
PUT,-0.1144,0.00269,-0.18336,0.15189,0.91197,-1.0
PUT,-0.19528,0.00342,-0.0768,0.4051,0.54812,1.6454106280193233
PUT,-0.10256,0.00452,-0.06123,0.17987,0.39236,1.2885085574572162
PUT,-0.18685,0.00385,-0.04648,0.44853,0.42195,-1.0
PUT,-0.19236,0.00915,-0.09011,0.11498,0.70547,-1.0
PUT,-0.12792,0.00159,-0.14738,0.61844,0.44382,10.0
PUT,-0.1538,0.00273,-0.317,0.52264,0.39755,10.0
PUT,-0.11411,0.00378,-0.0456,0.23558,0.4199,-1.0
PUT,-0.11402,0.00059,-0.04213,1.24837,0.51661,3.023091247672254
PUT,-0.1605,0.0115,-0.22005,0.06868,0.74759,-1.0
PUT,-0.12318,0.00129,-0.02372,0.59733,0.53352,-1.0
PUT,-0.14994,0.00148,-0.04384,0.71829,0.52504,-1.0
PUT,-0.14791,0.00299,-0.22363,0.40015,0.44484,-1.0
PUT,-0.14559,0.00973,-0.0843,0.16238,0.33164,-1.0
PUT,-0.1973,0.00109,-0.08395,1.5534,0.43804,3.871982443306511
PUT,-0.15317,0.03962,-0.25339,0.04546,0.309,-1.0
PUT,-0.18372,0.00194,-0.06449,0.71043,0.51028,4.416011644832606
PUT,-0.13255,0.00124,-0.10094,0.80508,0.45744,-1.0
PUT,-0.10372,0.00331,-0.11155,0.16607,0.59043,-1.0
PUT,-0.14168,0.00447,-0.05124,0.24302,0.46688,-1.0
PUT,-0.11028,0.00087,-0.02135,0.78312,0.4913,-0.4940063091482643
PUT,-0.19842,0.00574,-0.17931,0.26911,0.50272,2.77413793103448
PUT,-0.11343,0.00269,-0.05597,0.20326,0.67849,-1.0
PUT,-0.15289,0.00349,-0.0419,0.35919,0.44273,-1.0
PUT,-0.12082,0.00315,-0.29683,0.27201,0.4788,-1.0
PUT,-0.12908,0.00105,-0.05795,0.80657,0.50173,-1.0
PUT,-0.12153,0.00109,-0.14433,0.72849,0.50529,-1.0
PUT,-0.15791,0.00122,-0.10763,0.99194,0.49478,-1.0
PUT,-0.17778,0.00132,-0.1111,1.11935,0.44904,8.108493771234428
PUT,-0.18728,0.00763,-0.15545,0.21238,0.44372,0.0928104575163416
PUT,-0.14002,0.00442,-0.17739,0.24815,0.45468,-1.0
PUT,-0.1973,0.00285,-0.36682,0.53764,0.49908,1.2640522875817006
PUT,-0.12452,0.00136,-0.07255,0.55307,0.56441,-1.0
PUT,-0.18709,0.0099,-0.08227,0.12003,0.6092,-1.0
PUT,-0.12612,0.00169,-0.14154,0.62854,0.40047,-1.0
PUT,-0.13068,0.00747,-0.08184,0.10276,0.58662,-1.0
PUT,-0.15257,0.00427,-0.08153,0.29338,0.44072,-1.0
PUT,-0.13514,0.00406,-0.06122,0.18907,0.62029,0.2564705882352949
PUT,-0.16286,0.00188,-0.02242,0.85897,0.37201,-1.0
PUT,-0.15827,0.01922,-0.15673,0.08306,0.3688,-1.0
PUT,-0.13355,0.00365,-0.24755,0.23861,0.53016,-1.0
PUT,-0.10769,0.00436,-0.13916,0.13451,0.57738,2.182795698924733
PUT,-0.12209,0.00248,-0.21287,0.33031,0.49899,-1.0
PUT,-0.11963,0.00334,-0.10114,0.20984,0.57628,-1.0
PUT,-0.13805,0.00373,-0.36858,0.21128,0.62054,-1.0
PUT,-0.19027,0.00089,-0.06504,1.90277,0.42134,5.255030303030303
PUT,-0.17536,0.0012,-0.20179,1.25158,0.43237,10.0
PUT,-0.16289,0.00204,-0.259,0.4842,0.61595,-1.0
PUT,-0.11844,0.00181,-0.16958,0.54052,0.40677,-1.0
PUT,-0.1333,0.00091,-0.07578,0.90814,0.52949,-1.0
PUT,-0.11089,0.00233,-0.08663,0.27095,0.55878,-1.0
PUT,-0.1068,0.00594,-0.1947,0.09838,0.58734,-1.0
PUT,-0.10073,0.00054,-0.05891,1.11352,0.5425,1.562358276643991
PUT,-0.11239,0.00201,-0.28797,0.31785,0.5583,-1.0
PUT,-0.16197,0.0049,-0.23942,0.21029,0.58482,-1.0
PUT,-0.13,0.00336,-0.23048,0.15811,0.83503,-1.0
PUT,-0.1586,0.00536,-0.12443,0.2264,0.48035,-1.0
PUT,-0.13194,0.00328,-0.24499,0.15099,0.93275,-1.0
PUT,-0.12912,0.0108,-1.06303,0.08613,0.47599,-1.0
PUT,-0.15497,0.00242,-0.37692,0.57004,0.41911,10.0
PUT,-0.17749,0.00158,-0.05377,0.85773,0.50715,-1.0
PUT,-0.11452,0.0035,-0.22667,0.20679,0.5214,-1.0
PUT,-0.14199,0.00742,-0.39199,0.18639,0.36652,-1.0
PUT,-0.13753,0.01198,-0.43079,0.06116,0.6642,-1.0
PUT,-0.17779,0.00268,-0.18239,0.68028,0.37961,-1.0
PUT,-0.10364,0.01744,-0.11781,0.04042,0.4693,-1.0
PUT,-0.11857,0.00266,-0.33101,0.24409,0.61632,-1.0
PUT,-0.18426,0.00508,-0.28298,0.36247,0.38583,-1.0
PUT,-0.16447,0.00117,-0.14546,1.28072,0.40961,10.0
PUT,-0.14184,0.00365,-0.05383,0.35387,0.39459,-1.0
PUT,-0.11189,0.00091,-0.03108,0.72991,0.53401,-1.0
PUT,-0.11457,0.00359,-0.11255,0.1704,0.61928,-1.0
PUT,-0.10874,0.0019,-0.1989,0.35694,0.51077,-1.0
PUT,-0.15234,0.00088,-0.05526,1.19973,0.49909,0.3345521023765995
PUT,-0.10843,0.00218,-0.21695,0.28392,0.54984,-1.0
PUT,-0.11652,0.00063,-0.04817,1.41764,0.47039,5.340377358490566
PUT,-0.18446,0.00549,-0.0596,0.29669,0.43331,-1.0
PUT,-0.16245,0.00154,-0.12671,0.74055,0.528,-1.0
PUT,-0.12046,0.00067,-0.0704,1.58027,0.41467,10.0
PUT,-0.10705,0.00129,-0.07726,0.48925,0.52601,-1.0
PUT,-0.15733,0.00219,-0.42079,0.56937,0.45424,10.0
PUT,-0.10593,0.00112,-0.10524,0.59282,0.50169,-1.0
PUT,-0.14718,0.00365,-0.49362,0.27661,0.52613,6.76517412935323
PUT,-0.15849,0.00462,-0.20644,0.28661,0.44313,-1.0
PUT,-0.13534,0.00414,-0.39184,0.21341,0.54259,-1.0
PUT,-0.19311,0.00481,-0.27305,0.31357,0.49902,-1.0
PUT,-0.13171,0.0039,-0.0474,0.30503,0.37647,-1.0
PUT,-0.15373,0.01328,-0.11258,0.1354,0.31259,-1.0
PUT,-0.19347,0.00668,-0.071,0.30596,0.36761,-0.0147368421052617
PUT,-0.12212,0.00053,-0.05215,1.48734,0.51754,3.788484848484849
PUT,-0.19206,0.00145,-0.07057,1.0187,0.49053,-1.0
PUT,-0.18989,0.00692,-0.07506,0.29196,0.36431,1.187570621468928
PUT,-0.15556,0.00449,-0.24976,0.35604,0.36216,-1.0
PUT,-0.1423,0.0027,-0.07867,0.37989,0.50205,-1.0
PUT,-0.11511,0.00401,-0.15828,0.13617,0.69094,-1.0
PUT,-0.18039,0.0019,-0.09837,0.6804,0.53897,-1.0
PUT,-0.16854,0.00599,-0.06645,0.26539,0.40227,-1.0
PUT,-0.19087,0.0009,-0.0642,1.85701,0.42585,5.0640586797066005
PUT,-0.13385,0.02211,-0.21754,0.03517,0.59003,3.4740740740740894
PUT,-0.18095,0.00239,-0.07276,0.5824,0.49332,4.632684824902722
PUT,-0.16559,0.00197,-0.06848,0.58115,0.5515,-1.0
PUT,-0.15543,0.00394,-0.06453,0.24541,0.58934,-1.0
PUT,-0.16348,0.0017,-0.08963,0.67358,0.5337,-1.0
PUT,-0.18978,0.00339,-0.3367,0.4438,0.49565,-1.0
PUT,-0.14332,0.00179,-0.05596,0.50352,0.5682,-1.0
PUT,-0.18041,0.00359,-0.21872,0.26747,0.70893,-1.0
PUT,-0.11899,0.00369,-0.32026,0.29558,0.36568,-1.0
PUT,-0.14235,0.01216,-0.12266,0.06579,0.62846,-1.0
PUT,-0.15785,0.00124,-0.10462,1.00997,0.47309,7.694790343074969
PUT,-0.1882,0.00306,-0.27014,0.46202,0.51011,-1.0
PUT,-0.16162,0.00353,-0.27367,0.50572,0.33276,-1.0
PUT,-0.19237,0.00166,-0.1494,0.86972,0.5205,-1.0
PUT,-0.1452,0.00216,-0.0625,0.49756,0.49732,4.946113989637306
PUT,-0.15832,0.00343,-0.28548,0.42256,0.40171,-1.0
PUT,-0.11396,0.00172,-0.05034,0.39275,0.54778,4.7360000000000015
PUT,-0.1167,0.00186,-0.17225,0.44326,0.45816,-1.0
PUT,-0.17706,0.00782,-0.44668,0.12397,0.6955,-1.0
PUT,-0.17991,0.00131,-0.1408,0.92732,0.55923,-1.0
PUT,-0.15333,0.00564,-0.33685,0.24479,0.40424,-1.0
PUT,-0.14346,0.00315,-0.28698,0.34975,0.46963,-1.0
PUT,-0.15325,0.00313,-0.1223,0.27545,0.65674,-1.0
PUT,-0.11649,0.00052,-0.04972,1.43188,0.49557,4.44896551724138
PUT,-0.10325,0.00078,-0.10166,0.66272,0.58911,-1.0
PUT,-0.11573,0.00121,-0.03794,0.59475,0.54522,-1.0
PUT,-0.15328,0.00277,-0.09036,0.3907,0.52075,1.2095238095238103
PUT,-0.18175,0.00138,-0.07694,1.02327,0.5108,-1.0
PUT,-0.10378,0.00062,-0.04503,1.26327,0.43936,7.945728643216081
PUT,-0.14102,0.00681,-0.14042,0.10971,0.67175,-1.0
PUT,-0.15062,0.00236,-0.1939,0.50137,0.45512,-1.0
PUT,-0.18505,0.00467,-0.32342,0.36843,0.41588,-1.0
PUT,-0.13584,0.0019,-0.1817,0.54202,0.45255,-1.0
PUT,-0.1902,0.00225,-0.16937,0.73448,0.45527,-1.0
PUT,-0.18498,0.00138,-0.16044,0.9994,0.51035,-1.0
PUT,-0.13751,0.00264,-0.09099,0.2738,0.65715,0.1880597014925386
PUT,-0.10954,0.00207,-0.34859,0.38174,0.43575,10.0
PUT,-0.18553,0.0011,-0.09237,1.28794,0.51743,2.9718181818181817
PUT,-0.1413,0.02598,-0.25388,0.03025,0.63347,-1.0
PUT,-0.14169,0.0045,-0.04346,0.26292,0.42745,-1.0
PUT,-0.19471,0.00143,-0.20009,0.84037,0.63818,-1.0
PUT,-0.10006,0.00265,-0.22602,0.26502,0.44238,-1.0
